"","Resultat","Kon","Alder","Utbildare"
"2169",TRUE,"Man",19,"Trafikskola"
"2170",TRUE,"Kvinna",19,"Privatist"
"2171",TRUE,"Kvinna",19,"Trafikskola"
"2172",TRUE,"Man",19,"Trafikskola"
"2173",TRUE,"Man",19,"Privatist"
"2174",TRUE,"Man",19,"Privatist"
"2175",TRUE,"Kvinna",19,"Privatist"
"2176",TRUE,"Kvinna",19,"Privatist"
"2177",TRUE,"Man",19,"Trafikskola"
"2178",FALSE,"Man",19,"Privatist"
"2179",TRUE,"Man",19,"Privatist"
"2180",TRUE,"Kvinna",19,"Trafikskola"
"2181",FALSE,"Kvinna",19,"Privatist"
"2182",TRUE,"Man",19,"Trafikskola"
"2183",FALSE,"Kvinna",19,"Privatist"
"2184",FALSE,"Kvinna",19,"Privatist"
"2185",FALSE,"Man",19,"Privatist"
"2186",FALSE,"Kvinna",19,"Privatist"
"2187",FALSE,"Kvinna",19,"Privatist"
"2188",TRUE,"Kvinna",19,"Privatist"
"2189",FALSE,"Kvinna",19,"Privatist"
"2190",TRUE,"Man",19,"Privatist"
"2191",TRUE,"Man",19,"Privatist"
"2192",FALSE,"Man",19,"Privatist"
"2193",FALSE,"Man",19,"Privatist"
"2194",TRUE,"Kvinna",19,"Trafikskola"
"2195",TRUE,"Man",19,"Trafikskola"
"2196",FALSE,"Kvinna",19,"Privatist"
"2197",TRUE,"Man",19,"Privatist"
"2198",FALSE,"Man",19,"Privatist"
"2199",TRUE,"Kvinna",19,"Trafikskola"
"2200",FALSE,"Man",19,"Privatist"
"2201",TRUE,"Man",19,"Privatist"
"2202",TRUE,"Kvinna",19,"Trafikskola"
"2203",FALSE,"Kvinna",19,"Privatist"
"2204",FALSE,"Kvinna",19,"Privatist"
"2205",FALSE,"Man",19,"Privatist"
"2206",TRUE,"Man",19,"Privatist"
"2207",TRUE,"Man",19,"Trafikskola"
"2208",TRUE,"Kvinna",19,"Privatist"
"2209",TRUE,"Kvinna",19,"Privatist"
"2210",TRUE,"Man",19,"Trafikskola"
"2211",TRUE,"Kvinna",19,"Trafikskola"
"2212",TRUE,"Man",19,"Trafikskola"
"2213",TRUE,"Kvinna",19,"Trafikskola"
"2214",TRUE,"Kvinna",19,"Trafikskola"
"2215",FALSE,"Man",19,"Privatist"
"2216",FALSE,"Man",19,"Trafikskola"
"2217",TRUE,"Kvinna",19,"Trafikskola"
"2218",FALSE,"Kvinna",19,"Privatist"
"2219",TRUE,"Kvinna",19,"Privatist"
"2220",FALSE,"Man",19,"Privatist"
"2221",FALSE,"Man",19,"Trafikskola"
"2222",FALSE,"Man",19,"Privatist"
"2223",TRUE,"Man",19,"Trafikskola"
"2224",TRUE,"Man",19,"Privatist"
"2225",FALSE,"Man",19,"Privatist"
"2226",TRUE,"Kvinna",19,"Trafikskola"
"2227",FALSE,"Kvinna",19,"Privatist"
"2228",FALSE,"Man",19,"Privatist"
"2229",TRUE,"Man",19,"Privatist"
"2230",TRUE,"Kvinna",19,"Privatist"
"2231",TRUE,"Man",19,"Privatist"
"2232",FALSE,"Kvinna",19,"Privatist"
"2233",FALSE,"Kvinna",19,"Trafikskola"
"2234",FALSE,"Man",19,"Trafikskola"
"2235",TRUE,"Kvinna",19,"Trafikskola"
"2236",FALSE,"Man",19,"Privatist"
"2237",FALSE,"Kvinna",19,"Trafikskola"
"2238",FALSE,"Man",19,"Trafikskola"
"2239",TRUE,"Man",19,"Privatist"
"2240",TRUE,"Kvinna",19,"Privatist"
"2241",FALSE,"Kvinna",19,"Trafikskola"
"2242",TRUE,"Kvinna",19,"Trafikskola"
"2243",TRUE,"Man",19,"Privatist"
"2244",TRUE,"Kvinna",19,"Trafikskola"
"2245",FALSE,"Kvinna",19,"Privatist"
"2246",FALSE,"Kvinna",19,"Privatist"
"2247",TRUE,"Kvinna",19,"Privatist"
"2248",FALSE,"Kvinna",19,"Trafikskola"
"2249",FALSE,"Man",19,"Privatist"
"2250",TRUE,"Kvinna",19,"Privatist"
"2251",TRUE,"Kvinna",19,"Trafikskola"
"2252",TRUE,"Man",19,"Privatist"
"2253",FALSE,"Kvinna",19,"Privatist"
"2254",TRUE,"Kvinna",19,"Trafikskola"
"2255",FALSE,"Man",19,"Trafikskola"
"2256",TRUE,"Man",19,"Privatist"
"2257",TRUE,"Kvinna",19,"Trafikskola"
"2258",TRUE,"Man",19,"Privatist"
"2259",FALSE,"Kvinna",19,"Privatist"
"2260",FALSE,"Man",19,"Trafikskola"
"2261",TRUE,"Kvinna",19,"Trafikskola"
"2262",FALSE,"Man",19,"Privatist"
"2263",TRUE,"Man",19,"Privatist"
"2264",TRUE,"Man",19,"Trafikskola"
"2265",FALSE,"Kvinna",19,"Trafikskola"
"2266",TRUE,"Man",19,"Trafikskola"
"2267",FALSE,"Man",19,"Trafikskola"
"2268",TRUE,"Kvinna",19,"Trafikskola"
"2269",FALSE,"Man",19,"Privatist"
"2270",FALSE,"Man",19,"Trafikskola"
"2271",FALSE,"Kvinna",19,"Privatist"
"2272",FALSE,"Man",19,"Privatist"
"2273",FALSE,"Kvinna",19,"Trafikskola"
"2274",FALSE,"Man",19,"Trafikskola"
"2275",TRUE,"Kvinna",19,"Privatist"
"2276",TRUE,"Kvinna",19,"Trafikskola"
"2277",TRUE,"Man",19,"Trafikskola"
"2278",FALSE,"Man",19,"Privatist"
"2279",TRUE,"Kvinna",19,"Privatist"
"2280",TRUE,"Man",19,"Privatist"
"2281",FALSE,"Kvinna",19,"Privatist"
"2282",TRUE,"Kvinna",19,"Privatist"
"2283",TRUE,"Kvinna",19,"Trafikskola"
"2284",FALSE,"Kvinna",19,"Privatist"
"2285",FALSE,"Man",19,"Privatist"
"2286",FALSE,"Man",19,"Privatist"
"2287",TRUE,"Kvinna",19,"Trafikskola"
"2288",TRUE,"Kvinna",19,"Trafikskola"
"2289",TRUE,"Man",19,"Trafikskola"
"2290",TRUE,"Kvinna",19,"Privatist"
"2291",FALSE,"Kvinna",19,"Trafikskola"
"2292",FALSE,"Man",19,"Privatist"
"2293",TRUE,"Man",19,"Trafikskola"
"2294",FALSE,"Kvinna",19,"Privatist"
"2295",FALSE,"Man",19,"Privatist"
"2296",TRUE,"Man",19,"Trafikskola"
"2297",FALSE,"Man",19,"Privatist"
"2298",FALSE,"Man",19,"Privatist"
"2299",FALSE,"Man",19,"Privatist"
"2300",TRUE,"Kvinna",19,"Trafikskola"
"2301",FALSE,"Man",19,"Trafikskola"
"2302",FALSE,"Kvinna",19,"Trafikskola"
"2303",FALSE,"Man",19,"Privatist"
"2304",TRUE,"Kvinna",19,"Trafikskola"
"2305",TRUE,"Kvinna",19,"Privatist"
"2306",TRUE,"Man",19,"Privatist"
"2307",FALSE,"Man",19,"Trafikskola"
"2308",TRUE,"Man",19,"Privatist"
"2309",TRUE,"Kvinna",19,"Trafikskola"
"2310",TRUE,"Man",19,"Privatist"
"2311",TRUE,"Kvinna",19,"Trafikskola"
"2312",FALSE,"Kvinna",19,"Trafikskola"
"2313",FALSE,"Man",19,"Privatist"
"2314",TRUE,"Man",19,"Privatist"
"2315",FALSE,"Kvinna",19,"Privatist"
"2316",FALSE,"Kvinna",19,"Trafikskola"
"2317",TRUE,"Kvinna",19,"Privatist"
"2318",TRUE,"Kvinna",19,"Trafikskola"
"2319",FALSE,"Kvinna",19,"Trafikskola"
"2320",FALSE,"Man",19,"Trafikskola"
"2321",FALSE,"Man",19,"Trafikskola"
"2322",TRUE,"Man",19,"Trafikskola"
"2323",TRUE,"Man",19,"Trafikskola"
"2324",TRUE,"Man",19,"Trafikskola"
"2325",FALSE,"Man",19,"Trafikskola"
"2326",TRUE,"Kvinna",19,"Privatist"
"2327",FALSE,"Kvinna",19,"Privatist"
"2328",TRUE,"Man",19,"Trafikskola"
"2329",TRUE,"Man",19,"Trafikskola"
"2330",FALSE,"Kvinna",19,"Privatist"
"2331",TRUE,"Kvinna",19,"Trafikskola"
"2332",TRUE,"Man",19,"Trafikskola"
"2333",FALSE,"Man",19,"Privatist"
"2334",TRUE,"Kvinna",19,"Trafikskola"
"2335",TRUE,"Man",19,"Privatist"
"2336",FALSE,"Man",19,"Privatist"
"2337",TRUE,"Man",19,"Trafikskola"
"2338",TRUE,"Kvinna",19,"Privatist"
"2339",TRUE,"Man",19,"Privatist"
"2340",FALSE,"Man",19,"Trafikskola"
"2341",FALSE,"Man",19,"Privatist"
"2342",TRUE,"Man",19,"Privatist"
"2343",FALSE,"Kvinna",19,"Privatist"
"2344",TRUE,"Man",19,"Privatist"
"2345",FALSE,"Man",19,"Privatist"
"2346",TRUE,"Man",19,"Privatist"
"2347",FALSE,"Kvinna",19,"Privatist"
"2348",TRUE,"Kvinna",19,"Privatist"
"2349",FALSE,"Man",19,"Trafikskola"
"2350",FALSE,"Kvinna",19,"Privatist"
"2351",FALSE,"Man",19,"Privatist"
"2352",TRUE,"Man",19,"Privatist"
"2353",FALSE,"Man",19,"Privatist"
"2354",TRUE,"Man",19,"Privatist"
"2355",FALSE,"Kvinna",19,"Privatist"
"2356",TRUE,"Kvinna",19,"Trafikskola"
"2357",TRUE,"Kvinna",19,"Trafikskola"
"2358",TRUE,"Man",19,"Privatist"
"2359",TRUE,"Man",19,"Trafikskola"
"2360",FALSE,"Man",19,"Privatist"
"2361",FALSE,"Man",19,"Privatist"
"2362",TRUE,"Man",19,"Privatist"
"2363",FALSE,"Man",19,"Trafikskola"
"2364",FALSE,"Man",19,"Trafikskola"
"2365",TRUE,"Kvinna",19,"Privatist"
"2366",TRUE,"Man",19,"Trafikskola"
"2367",TRUE,"Kvinna",19,"Trafikskola"
"2368",TRUE,"Man",19,"Privatist"
"2369",FALSE,"Kvinna",19,"Privatist"
"2370",TRUE,"Man",19,"Privatist"
"2371",TRUE,"Kvinna",19,"Privatist"
"2372",TRUE,"Man",19,"Privatist"
"2373",TRUE,"Man",19,"Privatist"
"2374",TRUE,"Man",19,"Trafikskola"
"2375",FALSE,"Man",19,"Trafikskola"
"2376",TRUE,"Kvinna",19,"Trafikskola"
"2377",FALSE,"Kvinna",19,"Privatist"
"2378",FALSE,"Kvinna",19,"Privatist"
"2379",FALSE,"Man",19,"Privatist"
"2380",FALSE,"Man",19,"Privatist"
"2381",FALSE,"Kvinna",19,"Privatist"
"2382",FALSE,"Man",19,"Privatist"
"2383",TRUE,"Kvinna",19,"Privatist"
"2384",FALSE,"Kvinna",19,"Privatist"
"2385",FALSE,"Man",19,"Privatist"
"2386",FALSE,"Man",19,"Privatist"
"2387",FALSE,"Man",19,"Privatist"
"2388",TRUE,"Man",19,"Trafikskola"
"2389",TRUE,"Man",19,"Trafikskola"
"2390",TRUE,"Man",19,"Privatist"
"2391",TRUE,"Man",19,"Trafikskola"
"2392",FALSE,"Kvinna",19,"Privatist"
"2393",FALSE,"Man",19,"Privatist"
"2394",TRUE,"Man",19,"Privatist"
"2395",TRUE,"Kvinna",19,"Privatist"
"2396",FALSE,"Man",19,"Trafikskola"
"2397",FALSE,"Kvinna",19,"Trafikskola"
"2398",FALSE,"Man",19,"Privatist"
"2399",FALSE,"Kvinna",19,"Privatist"
"2400",FALSE,"Kvinna",19,"Privatist"
"2401",TRUE,"Man",19,"Privatist"
"2402",TRUE,"Man",19,"Trafikskola"
"2403",FALSE,"Man",19,"Privatist"
"2404",FALSE,"Man",19,"Privatist"
"2405",FALSE,"Kvinna",19,"Privatist"
"2406",FALSE,"Kvinna",19,"Trafikskola"
"2407",FALSE,"Man",19,"Privatist"
"2408",TRUE,"Man",19,"Trafikskola"
"2409",FALSE,"Man",19,"Privatist"
"2410",FALSE,"Kvinna",19,"Privatist"
"2411",FALSE,"Man",19,"Privatist"
"2412",TRUE,"Kvinna",19,"Trafikskola"
"2413",FALSE,"Man",19,"Trafikskola"
"2414",FALSE,"Man",19,"Privatist"
"2415",TRUE,"Man",19,"Trafikskola"
"2416",TRUE,"Kvinna",19,"Privatist"
"2417",FALSE,"Man",19,"Trafikskola"
"2418",TRUE,"Man",19,"Trafikskola"
"2419",TRUE,"Kvinna",19,"Privatist"
"2420",FALSE,"Man",19,"Privatist"
"2421",TRUE,"Man",19,"Privatist"
"2422",TRUE,"Man",19,"Privatist"
"2423",FALSE,"Man",19,"Privatist"
"2424",FALSE,"Kvinna",19,"Privatist"
"2425",TRUE,"Kvinna",19,"Privatist"
"2426",TRUE,"Man",19,"Privatist"
"2427",TRUE,"Man",19,"Trafikskola"
"2428",FALSE,"Man",19,"Privatist"
"2429",FALSE,"Kvinna",19,"Trafikskola"
"2430",TRUE,"Man",19,"Privatist"
"2431",TRUE,"Man",19,"Privatist"
"2432",TRUE,"Kvinna",19,"Trafikskola"
"2433",TRUE,"Man",19,"Privatist"
"2434",FALSE,"Kvinna",19,"Trafikskola"
"2435",FALSE,"Man",19,"Privatist"
"2436",TRUE,"Man",19,"Trafikskola"
"2437",FALSE,"Kvinna",19,"Trafikskola"
"2438",TRUE,"Man",19,"Privatist"
"2439",FALSE,"Kvinna",19,"Privatist"
"2440",FALSE,"Kvinna",19,"Trafikskola"
"2441",FALSE,"Kvinna",19,"Privatist"
"2442",TRUE,"Kvinna",19,"Privatist"
"2443",TRUE,"Man",19,"Trafikskola"
"2444",TRUE,"Man",19,"Trafikskola"
"2445",FALSE,"Man",19,"Trafikskola"
"2446",TRUE,"Man",19,"Privatist"
"2447",TRUE,"Man",19,"Trafikskola"
"2448",TRUE,"Man",19,"Trafikskola"
"2449",FALSE,"Kvinna",19,"Trafikskola"
"2450",FALSE,"Man",19,"Privatist"
"2451",FALSE,"Kvinna",19,"Trafikskola"
"2452",FALSE,"Kvinna",19,"Privatist"
"2453",TRUE,"Man",19,"Privatist"
"2454",FALSE,"Man",19,"Privatist"
"2455",TRUE,"Kvinna",19,"Trafikskola"
"2456",FALSE,"Kvinna",19,"Privatist"
"2457",TRUE,"Man",19,"Privatist"
"2458",FALSE,"Kvinna",19,"Privatist"
"2459",TRUE,"Kvinna",19,"Privatist"
"2460",TRUE,"Man",19,"Trafikskola"
"2461",FALSE,"Man",19,"Privatist"
"2462",FALSE,"Kvinna",19,"Privatist"
"2463",FALSE,"Kvinna",19,"Trafikskola"
"2464",FALSE,"Man",19,"Privatist"
"2465",FALSE,"Man",19,"Privatist"
"2466",TRUE,"Man",19,"Privatist"
"2467",TRUE,"Kvinna",19,"Trafikskola"
"2468",FALSE,"Kvinna",19,"Privatist"
"2469",FALSE,"Man",19,"Privatist"
"2470",TRUE,"Man",19,"Privatist"
"2471",FALSE,"Man",19,"Privatist"
"2472",FALSE,"Kvinna",19,"Privatist"
"2473",TRUE,"Kvinna",19,"Privatist"
"2474",FALSE,"Man",19,"Privatist"
"2475",FALSE,"Man",19,"Privatist"
"2476",TRUE,"Man",19,"Privatist"
"2477",FALSE,"Kvinna",19,"Privatist"
"2478",FALSE,"Kvinna",19,"Privatist"
"2479",TRUE,"Man",19,"Privatist"
"2480",FALSE,"Kvinna",19,"Privatist"
"2481",FALSE,"Kvinna",19,"Privatist"
"2482",TRUE,"Kvinna",19,"Trafikskola"
"2483",FALSE,"Kvinna",19,"Trafikskola"
"2484",TRUE,"Man",19,"Privatist"
"2485",TRUE,"Kvinna",19,"Trafikskola"
"2486",TRUE,"Kvinna",19,"Trafikskola"
"2487",TRUE,"Man",19,"Privatist"
"2488",FALSE,"Kvinna",19,"Privatist"
"2489",FALSE,"Man",19,"Trafikskola"
"2490",TRUE,"Man",19,"Trafikskola"
"2491",TRUE,"Kvinna",19,"Privatist"
"2492",FALSE,"Kvinna",19,"Privatist"
"2493",FALSE,"Kvinna",19,"Privatist"
"2494",FALSE,"Man",19,"Privatist"
"2495",FALSE,"Kvinna",19,"Privatist"
"2496",FALSE,"Man",19,"Privatist"
"2497",TRUE,"Kvinna",19,"Privatist"
"2498",TRUE,"Man",19,"Privatist"
"2499",TRUE,"Kvinna",19,"Privatist"
"2500",FALSE,"Kvinna",19,"Trafikskola"
"2501",TRUE,"Kvinna",19,"Privatist"
"2502",TRUE,"Man",19,"Trafikskola"
"2503",FALSE,"Man",19,"Privatist"
"2504",TRUE,"Kvinna",19,"Privatist"
"2505",FALSE,"Man",19,"Privatist"
"2506",FALSE,"Kvinna",19,"Privatist"
"2507",FALSE,"Kvinna",19,"Trafikskola"
"2508",TRUE,"Man",19,"Privatist"
"2509",TRUE,"Kvinna",19,"Trafikskola"
"2510",FALSE,"Kvinna",19,"Privatist"
"2511",TRUE,"Man",19,"Privatist"
"2512",FALSE,"Kvinna",19,"Privatist"
"2513",TRUE,"Kvinna",19,"Trafikskola"
"2514",TRUE,"Kvinna",19,"Privatist"
"2515",TRUE,"Kvinna",19,"Privatist"
"2516",TRUE,"Man",19,"Trafikskola"
"2517",TRUE,"Man",19,"Privatist"
"2518",FALSE,"Man",19,"Trafikskola"
"2519",FALSE,"Kvinna",19,"Privatist"
"2520",FALSE,"Kvinna",19,"Privatist"
"2521",TRUE,"Man",19,"Privatist"
"2522",FALSE,"Kvinna",19,"Trafikskola"
"2523",FALSE,"Kvinna",19,"Privatist"
"2524",TRUE,"Kvinna",19,"Trafikskola"
"2525",FALSE,"Man",19,"Privatist"
"2526",TRUE,"Kvinna",19,"Privatist"
"2527",FALSE,"Kvinna",19,"Privatist"
"2528",FALSE,"Kvinna",19,"Privatist"
"2529",TRUE,"Man",19,"Privatist"
"2530",FALSE,"Man",19,"Privatist"
"2531",TRUE,"Kvinna",19,"Privatist"
"2532",FALSE,"Kvinna",19,"Privatist"
"2533",TRUE,"Man",19,"Trafikskola"
"2534",FALSE,"Kvinna",19,"Privatist"
"2535",TRUE,"Man",19,"Privatist"
"2536",FALSE,"Kvinna",19,"Privatist"
"2537",FALSE,"Man",19,"Privatist"
"2538",TRUE,"Man",19,"Privatist"
"2539",TRUE,"Kvinna",19,"Trafikskola"
"2540",TRUE,"Kvinna",19,"Privatist"
"2541",FALSE,"Man",19,"Privatist"
"2542",FALSE,"Man",19,"Privatist"
"2543",FALSE,"Man",19,"Privatist"
"2544",TRUE,"Man",19,"Trafikskola"
"2545",FALSE,"Man",19,"Trafikskola"
"2546",TRUE,"Kvinna",19,"Privatist"
"2547",TRUE,"Kvinna",19,"Privatist"
"2548",FALSE,"Man",19,"Privatist"
"2549",FALSE,"Kvinna",19,"Privatist"
"2550",FALSE,"Man",19,"Privatist"
"2551",TRUE,"Kvinna",19,"Privatist"
"2552",TRUE,"Man",19,"Privatist"
"2553",TRUE,"Man",19,"Trafikskola"
"2554",FALSE,"Kvinna",19,"Trafikskola"
"2555",FALSE,"Kvinna",19,"Privatist"
"2556",FALSE,"Kvinna",19,"Privatist"
"2557",FALSE,"Kvinna",19,"Trafikskola"
"2558",FALSE,"Man",19,"Privatist"
"2559",FALSE,"Kvinna",19,"Privatist"
"2560",FALSE,"Man",19,"Privatist"
"2561",TRUE,"Kvinna",19,"Privatist"
"2562",FALSE,"Kvinna",19,"Privatist"
"2563",FALSE,"Man",19,"Privatist"
"2564",TRUE,"Kvinna",19,"Privatist"
"2565",TRUE,"Kvinna",19,"Privatist"
"2566",TRUE,"Man",19,"Privatist"
"2567",FALSE,"Kvinna",19,"Privatist"
"2568",TRUE,"Man",19,"Trafikskola"
"2569",FALSE,"Man",19,"Privatist"
"2570",FALSE,"Kvinna",19,"Privatist"
"2571",TRUE,"Man",19,"Privatist"
"2572",TRUE,"Man",19,"Privatist"
"2573",TRUE,"Man",19,"Privatist"
"2574",TRUE,"Man",19,"Trafikskola"
"2575",TRUE,"Kvinna",19,"Privatist"
"2576",TRUE,"Man",19,"Privatist"
"2577",FALSE,"Kvinna",19,"Trafikskola"
"2578",TRUE,"Man",19,"Privatist"
"2579",FALSE,"Man",19,"Privatist"
"2580",FALSE,"Kvinna",19,"Privatist"
"2581",TRUE,"Man",19,"Privatist"
"2582",TRUE,"Kvinna",19,"Privatist"
"2583",FALSE,"Man",19,"Privatist"
"2584",FALSE,"Kvinna",19,"Privatist"
"2585",FALSE,"Man",19,"Privatist"
"2586",FALSE,"Man",19,"Privatist"
"2587",FALSE,"Kvinna",19,"Privatist"
"2588",FALSE,"Man",19,"Privatist"
"2589",FALSE,"Man",19,"Privatist"
"2590",FALSE,"Kvinna",19,"Privatist"
"2591",TRUE,"Man",19,"Privatist"
"2592",FALSE,"Man",19,"Privatist"
"2593",TRUE,"Kvinna",19,"Trafikskola"
"2594",FALSE,"Kvinna",19,"Privatist"
"2595",FALSE,"Kvinna",19,"Trafikskola"
"2596",TRUE,"Kvinna",19,"Privatist"
"2597",TRUE,"Kvinna",19,"Privatist"
"2598",FALSE,"Kvinna",19,"Privatist"
"2599",TRUE,"Man",19,"Privatist"
"2600",FALSE,"Man",19,"Trafikskola"
"2601",TRUE,"Man",19,"Privatist"
"2602",TRUE,"Man",19,"Privatist"
"2603",FALSE,"Kvinna",19,"Trafikskola"
"2604",FALSE,"Kvinna",19,"Privatist"
"2605",TRUE,"Kvinna",19,"Trafikskola"
"2606",FALSE,"Kvinna",19,"Privatist"
"2607",FALSE,"Man",19,"Privatist"
"2608",TRUE,"Man",19,"Privatist"
"2609",FALSE,"Kvinna",19,"Trafikskola"
"2610",FALSE,"Kvinna",19,"Trafikskola"
"2611",TRUE,"Man",19,"Privatist"
"2612",TRUE,"Man",19,"Trafikskola"
"2613",TRUE,"Kvinna",19,"Trafikskola"
"2614",TRUE,"Kvinna",19,"Privatist"
"2615",TRUE,"Kvinna",19,"Privatist"
"2616",TRUE,"Man",19,"Trafikskola"
"2617",FALSE,"Kvinna",19,"Privatist"
"2618",TRUE,"Kvinna",19,"Privatist"
"2619",FALSE,"Kvinna",19,"Privatist"
"2620",FALSE,"Man",19,"Privatist"
"2621",FALSE,"Kvinna",19,"Privatist"
"2622",FALSE,"Man",19,"Privatist"
"2623",FALSE,"Man",19,"Trafikskola"
"2624",TRUE,"Man",19,"Privatist"
"2625",TRUE,"Kvinna",19,"Trafikskola"
"2626",TRUE,"Man",19,"Privatist"
"2627",FALSE,"Kvinna",19,"Privatist"
"2628",FALSE,"Kvinna",19,"Privatist"
"2629",TRUE,"Man",19,"Trafikskola"
"2630",FALSE,"Kvinna",19,"Privatist"
"2631",FALSE,"Man",19,"Trafikskola"
"2632",FALSE,"Man",19,"Privatist"
"2633",TRUE,"Kvinna",19,"Privatist"
"2634",TRUE,"Man",19,"Privatist"
"2635",TRUE,"Kvinna",19,"Privatist"
"2636",TRUE,"Kvinna",19,"Trafikskola"
"2637",FALSE,"Man",19,"Privatist"
"2638",FALSE,"Man",19,"Privatist"
"2639",FALSE,"Man",19,"Privatist"
"2640",FALSE,"Man",19,"Privatist"
"2641",TRUE,"Man",19,"Trafikskola"
"2642",TRUE,"Kvinna",19,"Privatist"
"2643",FALSE,"Man",19,"Trafikskola"
"2644",TRUE,"Man",19,"Privatist"
"2645",TRUE,"Kvinna",19,"Privatist"
"2646",FALSE,"Man",19,"Privatist"
"2647",TRUE,"Man",19,"Trafikskola"
"2648",TRUE,"Kvinna",19,"Privatist"
"2649",FALSE,"Kvinna",19,"Privatist"
"2650",TRUE,"Man",19,"Privatist"
"2651",TRUE,"Man",19,"Privatist"
"2652",FALSE,"Kvinna",19,"Privatist"
"2653",FALSE,"Man",19,"Privatist"
"2654",TRUE,"Man",19,"Privatist"
"2655",FALSE,"Kvinna",19,"Privatist"
"2656",TRUE,"Kvinna",19,"Privatist"
"2657",FALSE,"Man",19,"Privatist"
"2658",FALSE,"Man",19,"Privatist"
"2659",FALSE,"Man",19,"Privatist"
"2660",TRUE,"Man",19,"Privatist"
"2661",FALSE,"Man",19,"Privatist"
"2662",TRUE,"Kvinna",19,"Trafikskola"
"2663",FALSE,"Kvinna",19,"Privatist"
"2664",TRUE,"Kvinna",19,"Privatist"
"2665",FALSE,"Man",19,"Privatist"
"2666",FALSE,"Kvinna",19,"Privatist"
"2667",TRUE,"Kvinna",19,"Trafikskola"
"2668",FALSE,"Kvinna",19,"Trafikskola"
"2669",TRUE,"Man",19,"Privatist"
"2670",TRUE,"Kvinna",19,"Trafikskola"
"2671",TRUE,"Kvinna",19,"Trafikskola"
"2672",FALSE,"Kvinna",19,"Trafikskola"
"2673",TRUE,"Kvinna",19,"Privatist"
"2674",TRUE,"Man",19,"Privatist"
"2675",FALSE,"Man",19,"Privatist"
"2676",TRUE,"Man",19,"Privatist"
"2677",TRUE,"Kvinna",19,"Privatist"
"2678",FALSE,"Man",19,"Privatist"
"2679",TRUE,"Kvinna",19,"Trafikskola"
"2680",FALSE,"Man",19,"Trafikskola"
"2681",TRUE,"Man",19,"Trafikskola"
"2682",TRUE,"Kvinna",19,"Privatist"
"2683",FALSE,"Kvinna",19,"Privatist"
"2684",FALSE,"Kvinna",19,"Privatist"
"2685",TRUE,"Man",19,"Trafikskola"
"2686",FALSE,"Man",19,"Privatist"
"2687",FALSE,"Kvinna",19,"Privatist"
"2688",FALSE,"Kvinna",19,"Privatist"
"2689",TRUE,"Man",19,"Trafikskola"
"2690",FALSE,"Kvinna",19,"Privatist"
"2691",FALSE,"Man",19,"Privatist"
"2692",FALSE,"Kvinna",19,"Privatist"
"2693",TRUE,"Kvinna",19,"Trafikskola"
"2694",FALSE,"Kvinna",19,"Privatist"
"2695",TRUE,"Man",19,"Privatist"
"2696",FALSE,"Man",19,"Trafikskola"
"2697",TRUE,"Man",19,"Privatist"
"2698",FALSE,"Man",19,"Privatist"
"2699",FALSE,"Man",19,"Privatist"
"2700",TRUE,"Kvinna",19,"Privatist"
"2701",TRUE,"Kvinna",19,"Trafikskola"
"2702",TRUE,"Kvinna",19,"Privatist"
"2703",FALSE,"Kvinna",19,"Privatist"
"2704",TRUE,"Man",19,"Privatist"
"2705",FALSE,"Kvinna",19,"Privatist"
"2706",FALSE,"Man",19,"Privatist"
"2707",TRUE,"Man",19,"Privatist"
"2708",FALSE,"Man",19,"Privatist"
"2709",TRUE,"Man",19,"Privatist"
"2710",FALSE,"Man",19,"Privatist"
"2711",TRUE,"Kvinna",19,"Trafikskola"
"2712",FALSE,"Man",19,"Privatist"
"2713",FALSE,"Kvinna",19,"Privatist"
"2714",FALSE,"Man",19,"Privatist"
"2715",TRUE,"Man",19,"Privatist"
"2716",FALSE,"Kvinna",19,"Privatist"
"2717",FALSE,"Kvinna",19,"Privatist"
"2718",TRUE,"Man",19,"Privatist"
"2719",TRUE,"Kvinna",19,"Trafikskola"
"2720",FALSE,"Man",19,"Privatist"
"2721",TRUE,"Man",19,"Privatist"
"2722",FALSE,"Kvinna",19,"Privatist"
"2723",TRUE,"Man",19,"Privatist"
"2724",TRUE,"Kvinna",19,"Privatist"
"2725",FALSE,"Kvinna",19,"Trafikskola"
"2726",FALSE,"Man",19,"Trafikskola"
"2727",TRUE,"Man",19,"Privatist"
"2728",TRUE,"Kvinna",19,"Trafikskola"
"2729",FALSE,"Kvinna",19,"Privatist"
"2730",FALSE,"Kvinna",19,"Privatist"
"2731",FALSE,"Man",19,"Trafikskola"
"2732",FALSE,"Kvinna",19,"Trafikskola"
"2733",TRUE,"Man",19,"Privatist"
"2734",FALSE,"Man",19,"Privatist"
"2735",FALSE,"Man",19,"Privatist"
"2736",TRUE,"Man",19,"Trafikskola"
"2737",FALSE,"Kvinna",19,"Privatist"
"2738",FALSE,"Kvinna",19,"Privatist"
"2739",TRUE,"Kvinna",19,"Privatist"
"2740",TRUE,"Kvinna",19,"Privatist"
"2741",TRUE,"Man",19,"Privatist"
"2742",FALSE,"Man",19,"Privatist"
"2743",FALSE,"Man",19,"Privatist"
"2744",FALSE,"Kvinna",19,"Privatist"
"2745",FALSE,"Man",19,"Privatist"
"2746",TRUE,"Kvinna",19,"Privatist"
"2747",FALSE,"Man",19,"Privatist"
"2748",FALSE,"Man",19,"Trafikskola"
"2749",FALSE,"Kvinna",19,"Privatist"
